z_mm,z_over_L,W_g,T_C,T_K,X_MeOH,y_CH3OH,y_DME,y_H2O,F_CH3OH_mol_h,F_DME_mol_h,F_H2O_mol_h
91.5000,0.610000,14.34979,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
91.7500,0.611667,14.38900,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
92.0000,0.613333,14.42820,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
92.2500,0.615000,14.46741,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
92.5000,0.616667,14.50662,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
92.7500,0.618333,14.54583,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
93.0000,0.620000,14.58503,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
93.2500,0.621667,14.62424,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
93.5000,0.623333,14.66345,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
93.7500,0.625000,14.70265,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
94.0000,0.626667,14.74186,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
94.2500,0.628333,14.78107,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
94.5000,0.630000,14.82027,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
94.7500,0.631667,14.85948,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
95.0000,0.633333,14.89869,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
95.2500,0.635000,14.93790,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
95.5000,0.636667,14.97710,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
95.7500,0.638333,15.01631,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
96.0000,0.640000,15.05552,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
96.2500,0.641667,15.09472,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
96.5000,0.643333,15.13393,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
96.7500,0.645000,15.17314,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
97.0000,0.646667,15.21235,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
97.2500,0.648333,15.25155,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
97.5000,0.650000,15.29076,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
97.7500,0.651667,15.32997,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
98.0000,0.653333,15.36917,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
98.2500,0.655000,15.40838,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
98.5000,0.656667,15.44759,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
98.7500,0.658333,15.48680,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
99.0000,0.660000,15.52600,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
99.2500,0.661667,15.56521,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
99.5000,0.663333,15.60442,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
99.7500,0.665000,15.64362,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
100.0000,0.666667,15.68283,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
100.2500,0.668333,15.72204,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
100.5000,0.670000,15.76124,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
100.7500,0.671667,15.80045,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
101.0000,0.673333,15.83966,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
101.2500,0.675000,15.87887,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
101.5000,0.676667,15.91807,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
101.7500,0.678333,15.95728,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
102.0000,0.680000,15.99649,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
102.2500,0.681667,16.03569,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
102.5000,0.683333,16.07490,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
102.7500,0.685000,16.11411,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
103.0000,0.686667,16.15332,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
103.2500,0.688333,16.19252,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
103.5000,0.690000,16.23173,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
103.7500,0.691667,16.27094,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
104.0000,0.693333,16.31014,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
104.2500,0.695000,16.34935,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
104.5000,0.696667,16.38856,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
104.7500,0.698333,16.42776,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
105.0000,0.700000,16.46697,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
105.2500,0.701667,16.50618,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
105.5000,0.703333,16.54539,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
105.7500,0.705000,16.58459,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
106.0000,0.706667,16.62380,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
106.2500,0.708333,16.66301,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
106.5000,0.710000,16.70221,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
106.7500,0.711667,16.74142,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
107.0000,0.713333,16.78063,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
107.2500,0.715000,16.81984,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
107.5000,0.716667,16.85904,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
107.7500,0.718333,16.89825,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
108.0000,0.720000,16.93746,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
108.2500,0.721667,16.97666,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
108.5000,0.723333,17.01587,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
108.7500,0.725000,17.05508,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
109.0000,0.726667,17.09429,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
109.2500,0.728333,17.13349,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
109.5000,0.730000,17.17270,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
109.7500,0.731667,17.21191,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
110.0000,0.733333,17.25111,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
110.2500,0.735000,17.29032,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
110.5000,0.736667,17.32953,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
110.7500,0.738333,17.36873,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
111.0000,0.740000,17.40794,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
111.2500,0.741667,17.44715,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
111.5000,0.743333,17.48636,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
111.7500,0.745000,17.52556,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
112.0000,0.746667,17.56477,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
112.2500,0.748333,17.60398,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
112.5000,0.750000,17.64318,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
112.7500,0.751667,17.68239,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
113.0000,0.753333,17.72160,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
113.2500,0.755000,17.76081,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
113.5000,0.756667,17.80001,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
113.7500,0.758333,17.83922,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
114.0000,0.760000,17.87843,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
114.2500,0.761667,17.91763,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
114.5000,0.763333,17.95684,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
114.7500,0.765000,17.99605,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
115.0000,0.766667,18.03526,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
115.2500,0.768333,18.07446,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
115.5000,0.770000,18.11367,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
115.7500,0.771667,18.15288,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
116.0000,0.773333,18.19208,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
116.2500,0.775000,18.23129,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
116.5000,0.776667,18.27050,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
116.7500,0.778333,18.30970,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
117.0000,0.780000,18.34891,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
117.2500,0.781667,18.38812,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
117.5000,0.783333,18.42733,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
117.7500,0.785000,18.46653,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
118.0000,0.786667,18.50574,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
118.2500,0.788333,18.54495,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
118.5000,0.790000,18.58415,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
118.7500,0.791667,18.62336,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
119.0000,0.793333,18.66257,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
119.2500,0.795000,18.70178,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
119.5000,0.796667,18.74098,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
119.7500,0.798333,18.78019,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
120.0000,0.800000,18.81940,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
120.2500,0.801667,18.85860,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
120.5000,0.803333,18.89781,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
120.7500,0.805000,18.93702,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
121.0000,0.806667,18.97622,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
121.2500,0.808333,19.01543,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
121.5000,0.810000,19.05464,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
121.7500,0.811667,19.09385,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
122.0000,0.813333,19.13305,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
122.2500,0.815000,19.17226,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
122.5000,0.816667,19.21147,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
122.7500,0.818333,19.25067,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
123.0000,0.820000,19.28988,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
123.2500,0.821667,19.32909,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
123.5000,0.823333,19.36830,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
123.7500,0.825000,19.40750,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
124.0000,0.826667,19.44671,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
124.2500,0.828333,19.48592,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
124.5000,0.830000,19.52512,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
124.7500,0.831667,19.56433,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
125.0000,0.833333,19.60354,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
125.2500,0.835000,19.64275,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
125.5000,0.836667,19.68195,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
125.7500,0.838333,19.72116,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
126.0000,0.840000,19.76037,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
126.2500,0.841667,19.79957,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
126.5000,0.843333,19.83878,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
126.7500,0.845000,19.87799,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
127.0000,0.846667,19.91719,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
127.2500,0.848333,19.95640,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
127.5000,0.850000,19.99561,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
127.7500,0.851667,20.03482,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
128.0000,0.853333,20.07402,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
128.2500,0.855000,20.11323,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
128.5000,0.856667,20.15244,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
128.7500,0.858333,20.19164,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
129.0000,0.860000,20.23085,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
129.2500,0.861667,20.27006,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
129.5000,0.863333,20.30927,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
129.7500,0.865000,20.34847,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
130.0000,0.866667,20.38768,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
130.2500,0.868333,20.42689,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
130.5000,0.870000,20.46609,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
130.7500,0.871667,20.50530,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
131.0000,0.873333,20.54451,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
131.2500,0.875000,20.58372,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
131.5000,0.876667,20.62292,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
131.7500,0.878333,20.66213,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
132.0000,0.880000,20.70134,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
132.2500,0.881667,20.74054,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
132.5000,0.883333,20.77975,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
132.7500,0.885000,20.81896,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
133.0000,0.886667,20.85816,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
133.2500,0.888333,20.89737,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
133.5000,0.890000,20.93658,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
133.7500,0.891667,20.97579,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
134.0000,0.893333,21.01499,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
134.2500,0.895000,21.05420,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
134.5000,0.896667,21.09341,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
134.7500,0.898333,21.13261,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
135.0000,0.900000,21.17182,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
135.2500,0.901667,21.21103,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
135.5000,0.903333,21.25024,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
135.7500,0.905000,21.28944,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
136.0000,0.906667,21.32865,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
136.2500,0.908333,21.36786,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
136.5000,0.910000,21.40706,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
136.7500,0.911667,21.44627,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
137.0000,0.913333,21.48548,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
137.2500,0.915000,21.52468,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
137.5000,0.916667,21.56389,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
